Batting_team,Bowling_team,city,Runs_left,Balls_left,Wickets_left,Total_score,crr,rrr,result
Janakpur Bolts,Chitwan Rhinos,Kathmandu,150,92,8,180,6.64,9.78,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,150,91,7,180,6.41,9.89,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,150,90,7,180,6.2,10.0,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,150,89,7,180,6.0,10.11,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,150,88,7,180,5.81,10.23,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,146,87,7,180,6.36,10.07,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,146,86,7,180,6.18,10.19,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,142,85,7,180,6.69,10.02,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,142,84,7,180,6.5,10.14,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,141,83,7,180,6.49,10.19,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,140,82,7,180,6.47,10.24,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,139,81,7,180,6.46,10.3,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,139,80,7,180,6.3,10.42,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,133,79,7,180,7.02,10.1,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,133,78,7,180,6.86,10.23,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,133,77,7,180,6.7,10.36,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,129,76,7,180,7.09,10.18,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,129,75,7,180,6.93,10.32,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,125,74,7,180,7.3,10.14,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,125,73,7,180,7.15,10.27,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,125,72,7,180,7.0,10.42,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,125,71,7,180,6.86,10.56,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,125,70,6,180,6.72,10.71,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,125,69,6,180,6.59,10.87,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,124,68,6,180,6.58,10.94,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,123,67,6,180,6.57,11.01,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,117,66,6,180,7.11,10.64,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,117,65,6,180,6.98,10.8,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,116,64,6,180,6.96,10.88,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,115,63,6,180,6.95,10.95,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,115,62,5,180,6.83,11.13,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,115,61,5,180,6.71,11.31,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,115,60,5,180,6.6,11.5,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,114,59,5,180,6.59,11.59,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,114,58,5,180,6.48,11.79,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,113,57,5,180,6.48,11.89,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,107,56,5,180,6.94,11.46,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,101,55,5,180,7.38,11.02,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,101,54,5,180,7.27,11.22,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,97,53,5,180,7.52,10.98,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,97,52,5,180,7.41,11.19,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,96,51,5,180,7.39,11.29,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,95,50,5,180,7.37,11.4,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,94,50,5,180,7.46,11.28,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,93,49,5,180,7.44,11.39,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,92,48,5,180,7.42,11.5,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,86,47,5,180,7.81,10.98,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,82,46,5,180,8.03,10.7,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,78,45,5,180,8.24,10.4,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,74,44,5,180,8.45,10.09,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,70,43,5,180,8.65,9.77,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,68,42,5,180,8.69,9.71,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,64,41,5,180,8.89,9.37,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,63,40,5,180,8.85,9.45,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,63,39,5,180,8.74,9.69,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,57,38,5,180,9.07,9.0,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,56,37,5,180,9.04,9.08,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,55,36,4,180,9.0,9.17,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,51,35,4,180,9.18,8.74,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,50,35,4,180,9.25,8.57,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,44,34,4,180,9.56,7.76,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,43,33,3,180,9.52,7.82,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,43,32,2,180,9.41,8.06,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,43,31,2,180,9.3,8.32,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,42,30,2,180,9.27,8.4,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,42,29,2,180,9.16,8.69,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,42,28,1,180,9.07,9.0,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,42,27,1,180,8.97,9.33,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,41,26,1,180,8.94,9.46,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,40,25,1,180,8.91,9.6,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,40,24,1,180,8.81,10.0,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,38,23,1,180,8.85,9.91,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,38,22,1,180,8.76,10.36,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,38,21,1,180,8.67,10.86,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,37,20,1,180,8.64,11.1,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,36,19,1,180,8.61,11.37,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,36,18,1,180,8.53,12.0,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,35,17,1,180,8.5,12.35,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,34,16,1,180,8.48,12.75,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,34,15,1,180,8.4,13.6,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,34,14,1,180,8.32,14.57,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,33,13,1,180,8.3,15.23,0
Janakpur Bolts,Chitwan Rhinos,Kathmandu,33,12,0,180,8.22,16.5,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,107,114,10,117,11.0,5.63,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,107,113,10,117,9.43,5.68,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,107,112,9,117,8.25,5.73,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,107,111,9,117,7.33,5.78,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,107,110,9,117,6.6,5.84,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,103,109,9,117,8.18,5.67,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,99,108,9,117,9.5,5.5,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,99,107,8,117,8.77,5.55,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,99,106,8,117,8.14,5.6,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,98,105,8,117,8.0,5.6,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,98,104,8,117,7.5,5.65,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,94,103,8,117,8.47,5.48,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,94,102,7,117,8.0,5.53,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,94,101,7,117,7.58,5.58,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,94,100,7,117,7.2,5.64,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,94,99,6,117,6.86,5.7,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,89,99,6,117,8.29,5.39,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,88,98,6,117,8.18,5.39,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,84,97,6,117,8.87,5.2,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,84,96,6,117,8.5,5.25,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,84,95,6,117,8.16,5.31,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,82,94,6,117,8.31,5.23,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,81,93,6,117,8.22,5.23,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,81,92,6,117,7.93,5.28,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,81,91,6,117,7.66,5.34,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,80,90,6,117,7.6,5.33,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,80,89,6,117,7.35,5.39,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,79,88,6,117,7.31,5.39,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,79,87,5,117,7.09,5.45,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,79,86,5,117,6.88,5.51,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,79,85,5,117,6.69,5.58,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,79,84,5,117,6.5,5.64,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,73,83,5,117,7.3,5.28,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,72,82,5,117,7.26,5.27,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,72,81,5,117,7.08,5.33,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,72,80,5,117,6.9,5.4,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,71,79,5,117,6.88,5.39,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,70,78,5,117,6.86,5.38,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,70,77,5,117,6.7,5.45,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,69,76,5,117,6.68,5.45,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,68,75,5,117,6.67,5.44,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,67,74,5,117,6.65,5.43,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,67,73,5,117,6.51,5.51,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,67,72,5,117,6.38,5.58,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,66,71,5,117,6.37,5.58,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,60,70,5,117,6.96,5.14,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,60,69,5,117,6.82,5.22,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,56,68,5,117,7.15,4.94,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,55,67,5,117,7.13,4.93,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,55,66,5,117,7.0,5.0,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,54,65,5,117,6.98,4.98,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,52,64,5,117,7.07,4.88,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,52,63,5,117,6.95,4.95,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,52,62,5,117,6.83,5.03,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,46,61,5,117,7.32,4.52,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,45,60,5,117,7.3,4.5,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,43,59,5,117,7.38,4.37,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,42,58,5,117,7.35,4.34,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,42,57,4,117,7.24,4.42,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,41,56,4,117,7.22,4.39,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,41,55,4,117,7.11,4.47,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,40,54,4,117,7.09,4.44,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,40,53,4,117,6.99,4.53,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,38,52,4,117,7.06,4.38,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,34,51,4,117,7.3,4.0,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,34,50,4,117,7.2,4.08,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,32,49,4,117,7.27,3.92,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,32,48,4,117,7.17,4.0,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,32,47,4,117,7.07,4.09,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,32,46,4,117,6.97,4.17,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,31,45,4,117,6.96,4.13,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,31,44,4,117,6.87,4.23,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,30,43,4,117,6.86,4.19,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,30,42,4,117,6.77,4.29,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,29,41,4,117,6.76,4.24,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,28,40,4,117,6.75,4.2,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,28,39,3,117,6.67,4.31,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,28,38,2,117,6.59,4.42,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,28,37,2,117,6.51,4.54,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,28,36,2,117,6.43,4.67,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,27,36,2,117,6.5,4.5,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,26,35,2,117,6.49,4.46,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,25,34,2,117,6.49,4.41,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,24,34,2,117,6.56,4.24,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,22,33,2,117,6.62,4.0,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,21,33,2,117,6.69,3.82,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,21,32,2,117,6.61,3.94,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,20,31,2,117,6.61,3.87,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,20,30,2,117,6.53,4.0,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,19,29,2,117,6.53,3.93,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,18,28,2,117,6.52,3.86,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,18,27,2,117,6.45,4.0,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,17,26,2,117,6.45,3.92,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,17,25,2,117,6.38,4.08,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,17,24,2,117,6.31,4.25,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,17,23,2,117,6.25,4.43,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,16,22,2,117,6.24,4.36,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,16,21,1,117,6.18,4.57,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,16,20,1,117,6.12,4.8,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,16,19,1,117,6.06,5.05,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,10,18,1,117,6.35,3.33,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,10,17,1,117,6.29,3.53,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,10,16,1,117,6.23,3.75,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,6,15,1,117,6.4,2.4,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,5,14,1,117,6.4,2.14,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,4,13,1,117,6.39,1.85,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,2,12,1,117,6.44,1.0,0
Kathmandu Gurkhas,Biratnagar Kings,Kathmandu,0,11,1,117,6.61,0.0,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,146,114,10,153,8.0,7.68,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,146,113,10,153,6.86,7.75,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,140,112,10,153,10.5,7.5,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,136,111,10,153,12.0,7.35,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,132,110,10,153,13.2,7.2,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,126,109,10,153,15.27,6.94,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,125,108,10,153,14.5,6.94,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,124,107,10,153,13.85,6.95,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,120,106,10,153,14.57,6.79,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,118,105,10,153,14.4,6.74,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,118,104,10,153,13.5,6.81,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,118,103,10,153,12.71,6.87,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,117,102,10,153,12.33,6.88,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,117,101,9,153,11.68,6.95,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,117,100,9,153,11.1,7.02,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,117,99,9,153,10.57,7.09,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,117,98,8,153,10.09,7.16,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,117,97,8,153,9.65,7.24,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,117,96,8,153,9.25,7.31,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,117,95,8,153,8.88,7.39,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,117,94,8,153,8.54,7.47,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,117,93,8,153,8.22,7.55,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,116,92,8,153,8.14,7.57,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,115,91,8,153,8.07,7.58,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,114,90,8,153,8.0,7.6,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,114,89,8,153,7.74,7.69,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,114,88,8,153,7.5,7.77,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,114,87,8,153,7.27,7.86,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,113,86,8,153,7.24,7.88,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,113,85,7,153,7.03,7.98,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,113,84,7,153,6.83,8.07,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,109,83,7,153,7.3,7.88,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,107,82,7,153,7.42,7.83,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,106,81,7,153,7.38,7.85,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,104,80,7,153,7.5,7.8,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,104,79,7,153,7.32,7.9,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,103,78,7,153,7.29,7.92,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,103,77,7,153,7.12,8.03,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,102,76,7,153,7.09,8.05,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,98,75,7,153,7.47,7.84,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,98,74,6,153,7.3,7.95,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,97,73,6,153,7.28,7.97,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,96,72,6,153,7.25,8.0,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,96,71,6,153,7.1,8.11,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,95,70,6,153,7.08,8.14,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,95,69,6,153,6.94,8.26,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,94,69,6,153,7.06,8.17,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,92,69,6,153,7.29,8.0,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,90,68,6,153,7.38,7.94,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,90,67,6,153,7.25,8.06,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,89,66,6,153,7.22,8.09,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,89,65,6,153,7.09,8.22,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,88,64,6,153,7.07,8.25,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,88,63,6,153,6.95,8.38,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,88,62,6,153,6.83,8.52,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,87,61,6,153,6.81,8.56,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,87,60,6,153,6.7,8.7,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,86,59,6,153,6.69,8.75,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,85,59,5,153,6.79,8.64,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,85,58,5,153,6.68,8.79,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,85,57,5,153,6.57,8.95,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,85,56,5,153,6.47,9.11,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,84,55,5,153,6.46,9.16,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,84,54,5,153,6.36,9.33,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,83,53,5,153,6.36,9.4,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,82,52,5,153,6.35,9.46,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,82,51,5,153,6.26,9.65,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,81,50,5,153,6.26,9.72,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,81,49,5,153,6.17,9.92,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,81,48,5,153,6.08,10.12,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,81,47,5,153,6.0,10.34,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,77,46,5,153,6.24,10.04,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,77,45,5,153,6.16,10.27,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,77,44,5,153,6.08,10.5,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,77,43,5,153,6.0,10.74,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,76,42,5,153,6.0,10.86,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,76,41,5,153,5.92,11.12,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,72,40,5,153,6.15,10.8,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,70,39,5,153,6.22,10.77,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,70,38,5,153,6.15,11.05,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,69,37,5,153,6.14,11.19,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,68,36,5,153,6.14,11.33,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,64,35,5,153,6.35,10.97,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,63,34,5,153,6.35,11.12,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,62,33,5,153,6.34,11.27,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,57,33,5,153,6.69,10.36,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,56,32,5,153,6.68,10.5,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,55,31,5,153,6.67,10.65,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,54,30,5,153,6.67,10.8,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,54,29,5,153,6.59,11.17,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,53,28,5,153,6.59,11.36,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,52,27,5,153,6.58,11.56,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,51,26,5,153,6.57,11.77,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,50,25,5,153,6.57,12.0,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,49,24,5,153,6.56,12.25,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,48,23,5,153,6.56,12.52,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,42,22,5,153,6.86,11.45,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,38,21,5,153,7.03,10.86,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,37,20,5,153,7.02,11.1,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,31,19,5,153,7.31,9.79,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,30,18,5,153,7.29,10.0,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,30,17,5,153,7.22,10.59,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,29,17,5,153,7.28,10.24,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,28,16,5,153,7.27,10.5,0
Pokhara Avengers,Sudurpaschim Royals,Kathmandu,27,15,5,153,7.26,10.8,0
